"ID","Source","Severity","Start_Time","End_Time","Start_Lat","Start_Lng","End_Lat","End_Lng","Distance(mi)","Description","Street","City","County","State","Zipcode","Country","Timezone","Airport_Code","Weather_Timestamp","Temperature(F)","Wind_Chill(F)","Humidity(%)","Pressure(in)","Visibility(mi)","Wind_Direction","Wind_Speed(mph)","Precipitation(in)","Weather_Condition","Amenity","Bump","Crossing","Give_Way","Junction","No_Exit","Railway","Roundabout","Station","Stop","Traffic_Calming","Traffic_Signal","Turning_Loop","Sunrise_Sunset","Civil_Twilight","Nautical_Twilight","Astronomical_Twilight"
"A-7073180","Source1","3",2020-06-08 20:37:29,2020-06-08 21:22:29,35.5078,-97.60119,35.5078,-97.60119,0,"At NW 23rd St - Serious accident.","N Meridian Ave","Oklahoma City","Oklahoma","OK","73112-2818","US","US/Central","KPWA",2020-06-08 20:53:00,86,86,55,28.24,10,"SE",9,0,"Fair",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"A-7775544","Source1","3",2019-08-19 10:42:50,2019-08-19 11:12:30,47.03554,-122.883505,47.035648,-122.882161,0.064,"At Bay Dr/Exit 105 - Accident.","I-5 N","Olympia","Thurston","WA","98501","US","US/Pacific","KOLM",2019-08-19 10:54:00,66,66,63,29.79,10,"VAR",3,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-7030713","Source1","3",2020-05-15 17:20:50,2020-05-15 17:50:50,35.47124,-80.26808,35.47124,-80.26808,0,"At Gold Hill Rd E - Serious accident.","N Highway 49","Richfield","Stanly","NC","28137","US","US/Eastern","KVUJ",2020-05-15 17:15:00,80,80,47,29.46,10,"SSW",8,0,"Partly Cloudy",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-7722696","Source1","3",2019-05-14 06:38:01,2019-05-14 07:06:46,32.475778,-93.784997,32.48033,-93.77801,0.515,"At US-171/Hearne Ave/Exit 16A - Accident.","I-20 E","Shreveport","Caddo","LA","71109","US","US/Central","KSHV",2019-05-14 06:53:00,63,63,78,29.82,10,"CALM",0,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-7018934","Source1","3",2020-05-09 21:45:25,2020-05-09 22:45:25,40.02242,-79.08607,40.10977,-79.38215,16.779,"Between Menser Rd and Donegal Interchange/Exit 91 - Accident.","I-70 W","Somerset","Somerset","PA","15501","US","US/Eastern","KLBE",2020-05-09 21:47:00,36,29,60,28.91,15,"SW",9,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Day"
"A-7056284","Source1","3",2020-06-24 14:25:56,2020-06-24 14:40:56,37.73799,-122.19428,37.73799,-122.19428,0,"At Hegenberger Rd - Accident. Right lane blocked.","Nimitz Fwy S","Oakland","Alameda","CA","94621","US","US/Pacific","KOAK",2020-06-24 14:53:00,71,71,57,29.8,10,"WNW",18,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-7083200","Source1","3",2020-06-12 16:41:15,2020-06-12 17:41:15,33.77536,-78.98329,33.75761,-78.96731,1.532,"At SC-31/Carolina Bays Pky - Accident.","E Highway 501","Conway","Horry","SC","29526-9533","US","US/Eastern","KHYW",2020-06-12 16:35:00,79,79,78,30.03,10,"NE",7,0,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"A-7735476","Source1","3",2019-06-07 18:25:30,2019-06-07 18:54:05,32.78054,-117.08501,32.77913,-117.06292,1.287,"Between Waring Rd and College Ave - Accident.","I-8 E","San Diego","San Diego","CA","92115","US","US/Pacific","KMYF",2019-06-07 18:53:00,63,63,78,29.46,10,"WSW",7,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-7011107","Source1","3",2020-05-03 17:41:09,2020-05-03 17:56:09,37.68283,-122.12887,37.68283,-122.12887,0,"At I-880/Nimitz Fwy/Embers Way - Accident.","Grant Ave","San Lorenzo","Alameda","CA","94580","US","US/Pacific","KHWD",2020-05-03 17:54:00,63,63,48,30.11,10,"W",9,0,"Fair",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"A-7292577","Source1","3",2019-12-28 10:32:04,2019-12-28 11:01:35,39.78363,-105.03142,39.7836,-105.03809,0.354,"At Lowell Blvd/Exit 271 - Accident. Two lanes blocked.","I-70 W","Denver","Denver","CO","80221","US","US/Mountain","KBJC",2019-12-28 10:50:00,28,17,74,24.16,7,"N",14,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-7731238","Source1","3",2019-05-01 05:43:15,2019-05-01 06:12:42,41.57424,-87.461266,41.57424,-87.461266,0,"At Kennedy Ave/Exit 3 - Accident. Right lane blocked.","Kennedy Ave","Hammond","Lake","IN","46323","US","US/Central","KGYY",2019-05-01 05:45:00,52,52,100,29.16,5,"ESE",10,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Day","Day","Day"
"A-7060681","Source1","3",2020-06-26 17:16:46,2020-06-26 18:01:46,34.03564,-81.11496,34.03564,-81.11496,0,"At I-26/US-76/Exit 64 - Accident.","I-20 W","Columbia","Lexington","SC","29210","US","US/Eastern","KCAE",2020-06-26 16:56:00,87,87,51,29.82,10,"WSW",3,0,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-7048958","Source1","3",2020-06-22 09:44:56,2020-06-22 10:14:56,40.34809,-79.86437,40.34809,-79.86437,0,"At 30th St - Accident.","8th St","Mckeesport","Allegheny","PA","15132-2743","US","US/Eastern","KAGC",2020-06-22 09:53:00,72,72,84,28.62,7,"S",5,0,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-7043279","Source1","3",2020-05-21 22:41:43,2020-05-21 23:11:04,41.8153,-87.63048,41.81212,-87.63042,0.22,"At 47th St/Exit 56B - Accident.","I-90 E","Chicago","Cook","IL","60609","US","US/Central","KMDW",2020-05-21 22:53:00,56,56,93,29.4,8,"E",3,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"A-7744657","Source1","3",2019-06-28 15:18:29,2019-06-28 15:47:46,33.0945,-117.084539,33.11095,-117.09621,1.322,"At 9th Ave - Accident.","Escondido Fwy N","Escondido","San Diego","CA","92025","US","US/Pacific","KRNM",2019-06-28 14:53:00,84,84,37,28.52,10,"WNW",10,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-7384356","Source1","3",2019-11-25 08:45:58,2019-11-25 09:14:16,47.57956,-122.31898,47.5803,-122.31904,0.051,"At I-90/Dearborn St/Exit 164 - Accident.","I-5 N","Seattle","King","WA","98144","US","US/Pacific","KBFI",2019-11-25 08:53:00,43,39,89,30.14,10,"SE",6,0,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-7047501","Source1","3",2020-05-23 09:50:10,2020-05-23 10:29:13,38.75049,-76.87979,38.72792,-76.8816,1.562,"Between Surratts Rd and Burch Hill Rd - Accident. Right lane blocked.","Surratts Rd","Clinton","Prince George's","MD","20735","US","US/Eastern","KADW",2020-05-23 09:56:00,71,71,77,29.71,10,"WNW",7,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"A-7000020","Source1","3",2020-06-04 16:54:19,2020-06-04 17:29:17,41.76932,-72.66856,41.75786,-72.6636,0.832,"Between State St/Exit 31 and Whitehead Hwy/Exit 29A - Accident. Left lane blocked.","US-44 E","Hartford","Hartford","CT","06103","US","US/Eastern","KHFD",2020-06-04 16:53:00,87,87,39,29.79,10,"S",10,0,"Fair",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-7064306","Source1","3",2020-06-28 08:51:05,2020-06-28 09:36:05,39.06983,-77.17011,39.06646,-77.17421,0.32,"Between I-270/Dwight Eisenhower Hwy and Montrose Rd - Accident.","Wootton Pkwy","Potomac","Montgomery","MD","20854","US","US/Eastern","KGAI",2020-06-28 08:56:00,77,77,74,29.25,10,"VAR",7,0,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"A-7040824","Source1","3",2020-05-20 06:30:47,2020-05-20 07:00:47,45.28866,-93.75708,45.28431,-93.75173,0.397,"At MN-101/Exit 207 - Accident. Hard shoulder blocked. Roadway reduced to 1 lane.","I-94 E","Monticello","Wright","MN","55362","US","US/Central","KMGG",2020-05-20 06:35:00,60,60,81,29.04,10,"SE",6,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-6981605","Source1","3",2020-05-26 08:20:17,2020-05-26 08:50:17,41.93191,-87.98867,41.93191,-87.98867,0,"At US-20/W Lake St - Accident.","N Addison Rd","Addison","DuPage","IL","60101-2710","US","US/Central","KORD",2020-05-26 07:51:00,76,76,67,29.26,10,"ESE",8,0,"Fair",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"A-7384571","Source1","3",2019-09-30 08:38:16,2019-09-30 09:06:12,37.322689,-78.035222,37.321564,-78.037512,0.148,"At Mt Zion Rd - Accident.","Patrick Henry Hwy","Jetersville","Amelia","VA","23083-2865","US","US/Eastern","KFVX",2019-09-30 08:35:00,71,71,89,29.8,10,"CALM",0,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-7040203","Source1","3",2020-05-20 15:35:58,2020-05-20 16:35:56,40.73197,-73.87058,40.73197,-73.87058,0,"At RT-25 - Accident.","Long Island Expy E","Elmhurst","Queens","NY","11373","US","US/Eastern","KLGA",2020-05-20 15:51:00,64,64,33,30.4,10,"NE",14,0,"Partly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-3413501","Source1","3",2016-03-12 10:47:40,2016-03-12 16:47:40,38.306159,-80.833765,38.316435,-80.83362,0.71,"Between WV-41 and WV-55 - Accident.","N Industrial Dr","Summersville","Nicholas","WV","26651","US","US/Eastern","K48I",2016-03-12 10:53:00,57,57,69,28.86,10,"CALM",0,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"A-7773059","Source1","3",2019-08-13 18:59:30,2019-08-13 19:27:52,34.713177,-120.489022,34.715061,-120.489352,0.132,"At Goleta - Accident. Lane blocked.","CA-1","Lompoc","Santa Barbara","CA","93436","US","US/Pacific","KLPC",2019-08-13 18:56:00,60,60,86,29.85,10,"W",9,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-7730822","Source1","3",2019-04-30 08:45:26,2019-04-30 09:14:52,28.53528,-81.39333,28.53526,-81.39999,0.404,"At US-17/US-92/US-441/S Orange Blossom Trl/Exit 9 - Accident.","E West Expy W","Orlando","Orange","FL","32805","US","US/Eastern","KORL",2019-04-30 08:53:00,77,77,79,30.09,10,"E",12,0,"Fair",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-7231133","Source1","3",2020-01-20 11:45:16,2020-01-20 15:45:16,45.35805,-121.9913,45.35805,-121.9913,0,"At E Lolo Pass Rd/NF-18 - Accident.","Mount Hood Hwy","Welches","Clackamas","OR","97067","US","US/Pacific","KCZK",2020-01-20 11:53:00,46,38,63,29.89,10,"E",22,0,"Cloudy / Windy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-7146907","Source1","3",2020-03-31 17:48:18,2020-03-31 18:18:18,36.06585,-80.25185,36.06585,-80.25185,0,"At I-40 - Serious accident.","Silas Creek Pkwy","Winston Salem","Forsyth","NC","27127-7150","US","US/Eastern","KINT",2020-03-31 17:54:00,49,45,77,28.69,10,"ENE",10,0,"Light Rain",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"A-7760334","Source1","3",2019-07-18 05:42:43,2019-07-18 06:10:38,40.74519,-73.76927,40.74792,-73.76013,0.514,"Between I-295/Clearview Expy/Exit 27 and Springfield Blvd/Exit 29 - Accident.","Long Island Expy E","Oakland Gardens","Queens","NY","11364","US","US/Eastern","KLGA",2019-07-18 05:51:00,76,76,85,29.86,10,"CALM",0,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-7662014","Source1","3",2017-11-19 23:46:38,2017-11-20 05:46:38,47.79183,-122.31661,47.78061,-122.3173,0.776,"At 236th St/Exit 177 - Accident.","I-5 S","Mountlake Terrace","Snohomish","WA","98043","US","US/Pacific","KPAE",2017-11-19 23:46:00,43,37.2,97,29.61,8,"ESE",10.4,0,"Overcast",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"A-7085495","Source1","3",2020-06-13 21:45:17,2020-06-13 22:15:17,38.3268,-77.50103,38.33427,-77.49749,0.551,"Between Fredericksburg/Stafford Co Line and US-17/US-17-BR/Exit 133 - Accident. Two lanes blocked.","I-95 N","Fredericksburg","Stafford","VA","22405","US","US/Eastern","KEZF",2020-06-13 21:55:00,73,73,60,30.11,10,"ENE",6,0,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Day"
"A-7138689","Source1","3",2020-03-26 13:16:41,2020-03-26 13:31:41,41.78677,-87.6644,41.78677,-87.6644,0,"At W 63rd St - Serious accident.","S Ashland Ave","Chicago","Cook","IL","60636-1709","US","US/Central","KMDW",2020-03-26 12:53:00,46,41,86,29.2,8,"NE",12,0,"Cloudy",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"A-7166673","Source1","3",2020-04-09 18:47:36,2020-04-09 19:32:36,39.88191,-104.98746,39.88191,-104.98746,0,"At 104th Ave/Exit 221 - Accident. Right lane blocked.","I-25 N","Denver","Adams","CO","80229","US","US/Mountain","KBJC",2020-04-09 18:50:00,54,54,41,24.42,10,"CALM",0,0,"Partly Cloudy",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-7731698","Source1","3",2019-05-01 15:14:32,2019-05-01 15:43:30,34.106979,-118.186841,34.10866,-118.18512,0.152,"At Avenue 60 - Accident.","CA-110 N","Los Angeles","Los Angeles","CA","90042","US","US/Pacific","KCQT",2019-05-01 14:47:00,67,67,51,29.79,10,"W",7,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-7079744","Source1","3",2020-06-11 07:43:09,2020-06-11 07:58:09,41.71271,-71.47126,41.71271,-71.47126,0,"At RI-113/Exit 12 - Accident. Hard shoulder blocked.","I-95 N","Warwick","Kent","RI","02886","US","US/Eastern","KPVD",2020-06-11 07:49:00,72,72,78,29.97,10,"SSW",22,0,"Cloudy / Windy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-7191655","Source1","3",2020-04-22 18:58:52,2020-04-22 19:28:46,39.60499,-104.89093,39.60499,-104.89093,0,"At CO-88/Arapahoe Rd/Exit 197 - Accident.","CO-88 S","Englewood","Arapahoe","CO","80111","US","US/Mountain","KAPA",2020-04-22 18:53:00,58,58,33,24.11,10,"ESE",3,0.01,"Partly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-7354674","Source1","3",2019-10-24 17:56:35,2019-10-24 18:24:12,33.77442,-118.0503,33.77451,-118.07468,1.4,"Between CA-22/Garden Grove Fwy and Seal Beach Blvd/Exit 22 - Accident.","CA-22 W","Seal Beach","Orange","CA","90740","US","US/Pacific","KSLI",2019-10-24 17:58:00,90,90,5,29.88,10,"E",8,0,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-7304327","Source1","3",2019-12-08 05:18:03,2019-12-08 05:47:19,32.84362,-96.87718,32.85694,-96.88835,1.126,"Between Harry Hines Blvd/Raceway Dr/Exit 435 and TX-12-LOOP/Exit 436 - Accident.","Stemmons Fwy N","Dallas","Dallas","TX","75220","US","US/Central","KDAL",2019-12-08 04:53:00,52,52,80,29.5,10,"SSE",12,0,"Fair",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"A-7125566","Source1","3",2020-03-20 17:40:45,2020-03-20 17:55:45,36.72656,-76.63231,36.70122,-76.70092,4.184,"Between VA-604/Pitch Kettle Rd and VA-647/Chapel Dr/Chappell Dr - Accident. Left lane blocked.","Holland Rd","Suffolk","Suffolk","VA","23434-6516","US","US/Eastern","KSFQ",2020-03-20 17:35:00,86,86,40,29.93,10,"SW",14,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-7052756","Source1","3",2020-06-23 06:19:42,2020-06-23 07:19:42,32.90407,-96.76887,32.90407,-96.76887,0,"At Forest Ln/Exit 8 - Accident.","US-75 N","Dallas","Dallas","TX","75243","US","US/Central","KADS",2020-06-23 05:53:00,75,75,89,29.2,5,"ENE",7,0,"T-Storm",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Day","Day","Day"
"A-7164819","Source1","3",2020-04-08 18:53:44,2020-04-08 19:08:44,37.61653,-121.03039,37.61648,-121.03039,0.003,"At Paradise Rd - Accident.","S Carpenter Rd","Modesto","Stanislaus","CA","95358","US","US/Pacific","KMOD",2020-04-08 18:53:00,66,66,50,29.78,10,"S",7,0,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"A-7298105","Source1","3",2019-12-04 11:06:07,2019-12-04 11:35:57,43.08691,-77.60473,43.09301,-77.60238,0.438,"At RT-252/Jefferson Rd/Exit 14 - Accident. Two lanes blocked.","Genesee Expy N","Rochester","Monroe","NY","14623","US","US/Eastern","KROC",2019-12-04 10:54:00,34,28,89,28.84,4,"WSW",7,0,"Light Snow",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-7742394","Source1","3",2019-06-24 11:05:57,2019-06-24 11:33:22,32.94105,-97.10235,32.94506,-97.12435,1.305,"Between N Kimball Ave and TX-114 Hwy - Accident. Lane blocked.","E Northwest Pkwy W","Grapevine","Tarrant","TX","76051","US","US/Central","KDFW",2019-06-24 10:53:00,74,74,79,29.27,10,"NNW",3,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-7394696","Source1","3",2019-09-23 23:31:52,2019-09-23 23:58:41,33.57116,-84.52994,33.56302,-84.53884,0.761,"At GA-138/Exit 64 - Accident.","GA-403 N","Union City","Fulton","GA","30291","US","US/Eastern","KATL",2019-09-23 23:52:00,78,78,54,28.91,10,"NW",7,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"A-7124687","Source1","3",2020-03-20 16:13:53,2020-03-20 16:38:52,42.3519,-71.11069,42.3519,-71.11069,0,"At RT-2/Boston University Brg - Accident. Left lane blocked.","Soldiers Field Rd","Allston","Suffolk","MA","02134-1805","US","US/Eastern","KBOS",2020-03-20 15:54:00,65,65,70,29.66,10,"SW",22,0,"Cloudy / Windy",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-7068061","Source1","3",2020-06-05 15:23:02,2020-06-05 15:53:02,42.42893,-87.93791,42.42893,-87.93791,0,"At CR-17/CR-A9/W Wadsworth Rd - Accident.","W Wadsworth Rd","Wadsworth","Lake","IL","60083","US","US/Central","KUGN",2020-06-05 14:55:00,80,80,64,29.06,10,"ESE",7,0,"Partly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"A-7102554","Source1","3",2020-06-20 12:14:52,2020-06-20 13:14:52,39.6499,-104.82961,39.6499,-104.82961,0,"At E Quincy Ave - Accident.","S Parker Rd","Aurora","Arapahoe","CO","80014","US","US/Mountain","KBKF",2020-06-20 11:58:00,79,79,12,24.41,10,"WSW",8,0,"Partly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-7742489","Source1","3",2019-06-24 07:50:12,2019-06-24 08:19:40,47.525854,-122.197732,47.52718,-122.19763,0.092,"At before 44th St/Exit 7 - Accident.","I-405 N","Renton","King","WA","98056","US","US/Pacific","KRNT",2019-06-24 07:53:00,56,56,77,30.06,8,"CALM",0,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-7625778","Source1","3",2017-12-31 14:53:36,2017-12-31 20:53:36,42.22314,-85.78084,42.22286,-85.78854,0.394,"At CR-652/Exit 66 - Accident.","I-94 W","Mattawan","Van Buren","MI","49071","US","US/Eastern","KAZO",2017-12-31 14:53:00,12,5.9,80,30.5,1.8,"East",3.5,0.01,"Light Snow",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-7010279","Source1","3",2020-05-05 15:50:33,2020-05-05 16:20:33,41.94552,-87.95966,41.94552,-87.95966,0,"At Brookwood St - Accident.","16W798 3rd Ave","Bensenville","Dupage","IL","60106-2369","US","US/Central","KORD",2020-05-05 15:51:00,47,43,63,29.24,10,"NNE",8,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"A-7705357","Source1","3",2019-04-08 02:34:56,2019-04-08 03:03:24,32.79187,-96.7293,32.79197,-96.72898,0.02,"At Lawnview Ave/Exit 49 - Accident.","US-67 N","Dallas","Dallas","TX","75227","US","US/Central","KHQZ",2019-04-08 02:35:00,61,61,97,29.45,7,"NW",6,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"A-7318969","Source1","3",2019-12-18 07:13:11,2019-12-18 07:43:00,40.45653,-74.40088,40.46463,-74.40524,0.605,"At CR-527/Old Bridge Tpke - Accident. Two lanes blocked.","State Route 18","East Brunswick","Middlesex","NJ","08816-1905","US","US/Eastern","KLDJ",2019-12-18 07:15:00,30,30,80,29.86,10,"CALM",0,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"Night","Day","Day","Day"
"A-7739512","Source1","3",2019-06-17 18:32:10,2019-06-17 19:01:10,45.67218,-122.50594,45.67218,-122.50738,0.07,"At WA-500/NE 162nd Ave - Accident.","NE Fourth Plain Blvd","Vancouver","Clark","WA","98682","US","US/Pacific","KPDX",2019-06-17 18:53:00,78,78,45,30.08,10,"NNW",14,0,"Partly Cloudy",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"A-7137793","Source1","3",2020-03-26 17:30:31,2020-03-26 18:45:31,42.39611,-75.95761,42.39611,-75.95761,0,"At Upper Lisle Rd/Hemlock Hill Rd - Serious accident.","Upper Lisle Rd","Whitney Point","Broome","NY","13862","US","US/Eastern","KBGM",2020-03-26 17:53:00,54,54,47,28.05,10,"SSW",13,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
